x,y,species logistic values
307.0,307.0,0.45552692
308.0,308.0,0.2615003
309.0,309.0,0.41424665
310.0,310.0,0.25383842
311.0,311.0,0.15431626
312.0,312.0,0.025797168
313.0,313.0,0.015887048
314.0,314.0,0.037217505
315.0,315.0,0.31246135
316.0,316.0,0.6645521
317.0,317.0,0.16743909
318.0,318.0,0.15627857
319.0,319.0,0.3142028
320.0,320.0,0.48710743
321.0,321.0,0.27849963
322.0,322.0,0.23446201
323.0,323.0,0.23328674
324.0,324.0,0.21363837
325.0,325.0,0.018798117
326.0,326.0,0.3132418
327.0,327.0,0.25463736
328.0,328.0,0.09806219
329.0,329.0,0.21206208
330.0,330.0,0.57575977
331.0,331.0,0.3757083
332.0,332.0,0.35044286
333.0,333.0,0.38701066
334.0,334.0,0.03326138
335.0,335.0,0.42434064
336.0,336.0,0.5660042
337.0,337.0,0.038626894
338.0,338.0,0.3317438
339.0,339.0,0.11941685
340.0,340.0,0.3616521
341.0,341.0,0.32796457
342.0,342.0,0.5599632
343.0,343.0,0.27948892
344.0,344.0,0.0017810013
345.0,345.0,0.32817543
346.0,346.0,0.17852302
347.0,347.0,0.3370283
348.0,348.0,0.46197915
349.0,349.0,0.28791878
350.0,350.0,0.3239247
351.0,351.0,0.24613772
352.0,352.0,0.03757759
353.0,353.0,0.20964149
354.0,354.0,0.16429007
355.0,355.0,0.25450715
356.0,356.0,0.07835362
357.0,357.0,0.03949165
358.0,358.0,0.070428014
359.0,359.0,0.26388976
360.0,360.0,0.23980696
361.0,361.0,0.22492693
362.0,362.0,0.32064843
363.0,363.0,0.695105
364.0,364.0,0.36963508
365.0,365.0,0.33731472
366.0,366.0,0.013922159
367.0,367.0,0.34633827
368.0,368.0,0.24698016
369.0,369.0,0.31558734
370.0,370.0,0.36090788
371.0,371.0,0.37806132
372.0,372.0,0.2838073
373.0,373.0,0.06270681
374.0,374.0,0.3730903
375.0,375.0,0.2714668
376.0,376.0,0.34925604
377.0,377.0,0.20862454
378.0,378.0,0.10409326
379.0,379.0,0.04469082
380.0,380.0,0.21992286
381.0,381.0,0.3827225
382.0,382.0,0.27964535
383.0,383.0,0.05949389
384.0,384.0,0.14269055
385.0,385.0,0.15376832
386.0,386.0,0.27382898
387.0,387.0,0.20253421
388.0,388.0,0.03302091
389.0,389.0,0.29163477
390.0,390.0,0.18751729
391.0,391.0,0.10408552
392.0,392.0,0.6642813
393.0,393.0,0.39987588
394.0,394.0,0.29431915
395.0,395.0,0.20141442
396.0,396.0,0.08012414
397.0,397.0,0.33080375
398.0,398.0,0.28941894
399.0,399.0,0.31996205
400.0,400.0,0.024499938
401.0,401.0,0.2883629
402.0,402.0,0.023348704
403.0,403.0,0.33565268
404.0,404.0,0.221449
405.0,405.0,0.57933587
406.0,406.0,0.059071366
407.0,407.0,0.221857
408.0,408.0,0.27577958
409.0,409.0,0.20924905
410.0,410.0,0.28314146
411.0,411.0,0.27271226
412.0,412.0,0.08061868
413.0,413.0,0.48605633
414.0,414.0,0.002743106
415.0,415.0,0.3211476
416.0,416.0,0.13553268
417.0,417.0,0.22975734
418.0,418.0,0.024121957
419.0,419.0,0.3856415
420.0,420.0,0.24456349
421.0,421.0,0.38325822
422.0,422.0,0.21971266
423.0,423.0,0.0064126826
424.0,424.0,0.0330955
425.0,425.0,0.08811817
426.0,426.0,0.26632282
427.0,427.0,0.10534122
428.0,428.0,0.25231653
429.0,429.0,0.2730153
430.0,430.0,0.20756342
431.0,431.0,0.17680798
432.0,432.0,0.22932664
433.0,433.0,0.29445648
434.0,434.0,0.30364585
435.0,435.0,0.37937295
436.0,436.0,0.34066358
437.0,437.0,0.23687817
438.0,438.0,0.20164317
439.0,439.0,0.0024501402
440.0,440.0,0.49315006
441.0,441.0,0.7500726
442.0,442.0,0.4680531
443.0,443.0,0.4976283
444.0,444.0,0.45968607
445.0,445.0,0.38671404
446.0,446.0,0.014323155
447.0,447.0,0.29351094
448.0,448.0,0.31488338
449.0,449.0,0.2646756
450.0,450.0,0.3556429
451.0,451.0,0.5822355
452.0,452.0,0.20303273
453.0,453.0,0.29403374
454.0,454.0,0.29978013
455.0,455.0,0.23329629
456.0,456.0,0.27140123
457.0,457.0,0.030979095
458.0,458.0,0.31646165
459.0,459.0,0.3185824
460.0,460.0,0.29803953
461.0,461.0,0.2346955
462.0,462.0,8.860974E-4
463.0,463.0,0.071928695
464.0,464.0,0.40136284
465.0,465.0,0.36436075
466.0,466.0,0.23235215
467.0,467.0,0.29298577
468.0,468.0,0.43149656
469.0,469.0,0.15802355
470.0,470.0,0.30960017
471.0,471.0,0.17078258
472.0,472.0,0.22410771
473.0,473.0,0.010223374
474.0,474.0,0.18397158
475.0,475.0,0.37694925
476.0,476.0,0.027223704
477.0,477.0,0.01578993
478.0,478.0,0.3302418
479.0,479.0,0.1328485
480.0,480.0,0.2727069
481.0,481.0,0.45120943
482.0,482.0,0.23211952
483.0,483.0,0.30709586
484.0,484.0,0.05806362
485.0,485.0,0.3614439
486.0,486.0,0.20569782
487.0,487.0,0.36209986
488.0,488.0,0.08227104
489.0,489.0,0.112429716
490.0,490.0,0.54070383
491.0,491.0,0.07247778
492.0,492.0,0.24858098
493.0,493.0,0.3320055
494.0,494.0,0.10108645
495.0,495.0,0.4732218
496.0,496.0,0.37617302
497.0,497.0,0.27859634
498.0,498.0,0.40341803
499.0,499.0,0.024529587
500.0,500.0,0.2625487
501.0,501.0,0.2972161
502.0,502.0,0.03284124
503.0,503.0,0.004798739
504.0,504.0,0.43286937
505.0,505.0,0.5994915
506.0,506.0,0.36399546
507.0,507.0,0.2070135
508.0,508.0,0.11452859
509.0,509.0,0.2822227
510.0,510.0,0.07300066
511.0,511.0,0.23896402
512.0,512.0,0.24187165
513.0,513.0,0.04653673
514.0,514.0,0.71476936
515.0,515.0,0.08952977
516.0,516.0,0.009829098
517.0,517.0,0.2282173
518.0,518.0,0.0072675506
519.0,519.0,0.34268126
520.0,520.0,0.4257669
521.0,521.0,0.2940147
522.0,522.0,0.2944205
523.0,523.0,0.21608625
524.0,524.0,0.13549532
525.0,525.0,0.1957593
526.0,526.0,0.3036935
527.0,527.0,0.4718457
528.0,528.0,0.054384924
529.0,529.0,0.05186062
530.0,530.0,0.23879792
531.0,531.0,0.008581016
532.0,532.0,0.062117256
533.0,533.0,0.25526366
534.0,534.0,0.2791434
535.0,535.0,0.41304514
536.0,536.0,0.32406485
537.0,537.0,0.35551372
538.0,538.0,0.2657738
539.0,539.0,0.059370004
540.0,540.0,0.07428064
541.0,541.0,0.30781642
542.0,542.0,0.2480772
543.0,543.0,0.6902467
544.0,544.0,0.06805094
545.0,545.0,0.0037353102
546.0,546.0,0.00878115
547.0,547.0,0.18952885
548.0,548.0,0.33448863
549.0,549.0,0.28850892
550.0,550.0,0.5791153
551.0,551.0,0.59317905
552.0,552.0,0.02895873
553.0,553.0,0.35462672
554.0,554.0,0.18128338
555.0,555.0,0.27864534
556.0,556.0,0.01699308
557.0,557.0,0.32237378
558.0,558.0,0.22664012
559.0,559.0,0.22550401
560.0,560.0,0.30042017
561.0,561.0,0.3036138
562.0,562.0,0.12966236
563.0,563.0,0.004536721
564.0,564.0,0.5122445
565.0,565.0,0.26767924
566.0,566.0,0.34421852
567.0,567.0,0.42475915
568.0,568.0,0.2890153
569.0,569.0,0.07044772
570.0,570.0,0.27560416
571.0,571.0,0.06874085
572.0,572.0,0.28474903
573.0,573.0,0.20759077
574.0,574.0,0.024086623
575.0,575.0,0.048031345
576.0,576.0,0.27563235
577.0,577.0,0.28616604
578.0,578.0,0.05900726
579.0,579.0,0.24168551
580.0,580.0,0.5481835
581.0,581.0,0.22062494
582.0,582.0,0.37066638
583.0,583.0,0.4130303
584.0,584.0,0.24563065
585.0,585.0,0.06912653
586.0,586.0,0.1940014
587.0,587.0,0.1929357
588.0,588.0,0.63760173
589.0,589.0,0.013717521
590.0,590.0,0.020888489
591.0,591.0,0.42808872
592.0,592.0,0.27063456
593.0,593.0,0.68539596
594.0,594.0,0.25845328
595.0,595.0,0.2642126
596.0,596.0,0.26629946
597.0,597.0,0.04531754
598.0,598.0,0.06938309
599.0,599.0,0.0047656065
600.0,600.0,0.4433387
601.0,601.0,0.01283055
602.0,602.0,0.2857154
603.0,603.0,0.20517525
604.0,604.0,0.09142971
605.0,605.0,0.3140343
606.0,606.0,0.33659673
607.0,607.0,0.013500077
608.0,608.0,0.31989002
609.0,609.0,0.0070202425
610.0,610.0,0.020485494
611.0,611.0,0.26286766
612.0,612.0,0.01231448
613.0,613.0,0.23049857
614.0,614.0,0.1166098
615.0,615.0,0.28547868
616.0,616.0,0.32918015
617.0,617.0,0.049768854
618.0,618.0,0.39991286
619.0,619.0,0.45703405
620.0,620.0,0.47405064
621.0,621.0,0.2952327
622.0,622.0,0.19780135
623.0,623.0,0.057370577
624.0,624.0,0.36437172
625.0,625.0,0.33209768
626.0,626.0,0.116977826
627.0,627.0,0.082763195
628.0,628.0,0.32345113
629.0,629.0,0.18202227
630.0,630.0,0.51816344
631.0,631.0,0.22498181
632.0,632.0,0.23900294
633.0,633.0,0.17584738
634.0,634.0,0.0046135588
635.0,635.0,0.24540699
636.0,636.0,0.12184067
637.0,637.0,0.252884
638.0,638.0,0.022346001
639.0,639.0,0.24651366
640.0,640.0,0.27957958
641.0,641.0,0.33051455
642.0,642.0,0.0017759594
643.0,643.0,0.055838585
644.0,644.0,0.108914144
645.0,645.0,0.31308272
646.0,646.0,0.2889552
647.0,647.0,0.63460004
648.0,648.0,0.4274366
649.0,649.0,0.35642895
650.0,650.0,0.30946594
651.0,651.0,0.21851934
652.0,652.0,0.26152346
653.0,653.0,0.17707688
654.0,654.0,0.079124704
655.0,655.0,0.19704318
656.0,656.0,0.010237032
657.0,657.0,0.29709232
658.0,658.0,0.4579305
659.0,659.0,0.44399413
660.0,660.0,0.06763281
661.0,661.0,0.55868554
662.0,662.0,0.064708225
663.0,663.0,0.02544534
664.0,664.0,0.32706693
665.0,665.0,0.04326703
666.0,666.0,0.72524965
667.0,667.0,0.0068347547
668.0,668.0,0.1832136
669.0,669.0,0.30815613
670.0,670.0,0.2124785
671.0,671.0,0.06505286
672.0,672.0,0.084178
673.0,673.0,0.264394
674.0,674.0,0.42600867
675.0,675.0,0.3854763
676.0,676.0,0.103948385
677.0,677.0,0.009043463
678.0,678.0,0.39593267
679.0,679.0,0.28441918
680.0,680.0,0.31856346
681.0,681.0,0.011058894
682.0,682.0,0.0020447741
683.0,683.0,0.3205094
684.0,684.0,0.30976072
685.0,685.0,0.02499208
686.0,686.0,0.06557014
687.0,687.0,0.22697158
688.0,688.0,0.2524184
689.0,689.0,0.050208658
690.0,690.0,0.047192372
691.0,691.0,0.07549795
692.0,692.0,0.046803143
693.0,693.0,0.1964206
694.0,694.0,0.49535453
695.0,695.0,0.004781872
696.0,696.0,0.19606963
697.0,697.0,0.3079474
698.0,698.0,0.35922232
699.0,699.0,0.22479834
700.0,700.0,0.26438412
701.0,701.0,0.35871747
702.0,702.0,0.20799024
703.0,703.0,0.30877694
704.0,704.0,0.29903555
705.0,705.0,0.35777792
706.0,706.0,0.41127425
707.0,707.0,0.3812802
708.0,708.0,0.32231548
709.0,709.0,0.4241467
710.0,710.0,0.277042
711.0,711.0,0.20585193
712.0,712.0,0.4409133
713.0,713.0,0.3127146
714.0,714.0,0.24692753
715.0,715.0,0.06712898
716.0,716.0,0.046531796
717.0,717.0,0.22932619
718.0,718.0,0.36796662
719.0,719.0,0.0073716803
720.0,720.0,0.11907629
721.0,721.0,0.34212348
722.0,722.0,0.26038417
723.0,723.0,0.40131047
724.0,724.0,0.23693503
725.0,725.0,0.17524405
726.0,726.0,0.25683072
727.0,727.0,0.004421404
